33, 157, 704, 1722, 3706
34, 158, 2220, 2236, 3994
32, 163, 2220, 2328, 2632
31, 158, 908, 2328, 3852
33, 156, 4042, 1628, 4184
32, 157, 1522, 448, 4184
34, 156, -322, 3324, 2076
34, 155, 1146, 886, 3854
34, 154, 1554, 1308, 3380
36, 153, 722, 1492, 3480
34, 153, 1540, 1770, 3302
34, 151, 712, 1982, 3780
33, 152, 712, 1792, 3564
31, 153, 160, 1792, 3564
31, 153, 1116, 1584, 3050
30, 154, 1226, 1394, 3606
28, 155, 904, 1604, 3688
33, 154, 1330, 1070, 3058
31, 153, 940, 2246, 3794
32, 153, 1726, 1922, 3616
34, 153, 1726, 1922, 3166
33, 154, 420, 1400, 3166
32, 154, 810, 1176, 3308
32, 153, 926, 1720, 3692
30, 154, 1142, 1890, 3482
32, 154, 1192, 1904, 3452
32, 153, 396, 1738, 3668
31, 153, 1222, 1870, 3562
32, 153, 1222, 1084, 3086
29, 152, 1582, 1084, 3494
33, 152, 1474, 1002, 3738
32, 153, 968, 2182, 3738
32, 153, 1246, 1536, 3206
31, 153, 674, 2004, 3808
32, 153, 1584, 2084, 3700
32, 153, 938, 2288, 3438
30, 154, 1410, 1028, 3296
34, 153, 210, 2062, 3630
32, 153, 210, 1918, 3280
33, 153, 1090, 1918, 3566
33, 152, 1274, 1880, 3566
33, 154, 896, 1740, 3706
32, 153, 1962, 1528, 3484
32, 153, 1938, 1386, 3242
28, 151, 566, 1638, 3784
32, 151, 282, 1950, 3596
29, 152, 1538, 1518, 3226
31, 151, 6, 2048, 3612
31, 152, 6, 1780, 3666
32, 151, 1404, 1602, 3232
32, 153, 1796, 1602, 3232
32, 153, 2024, 1208, 3424
33, 154, 132, 2774, 3964
32, 152, 424, 1514, 3334
30, 153, 1024, 2068, 3450
31, 151, 1786, 1864, 3710
31, 152, 1168, 1802, 3472
32, 152, 1168, 1478, 3280
31, 153, 1610, 1024, 3516
31, 153, 1246, 1024, 3516
31, 153, 474, 2122, 3780
30, 153, 996, 1382, 3178
30, 155, 848, 1468, 3614
32, 155, 1100, 2100, 3746
32, 153, 1174, 1482, 3202
31, 154, 616, 1946, 3588
33, 155, 830, 2312, 3790
32, 155, 1014, 1964, 3342
33, 153, 1014, 1964, 3266
31, 155, -422, 1286, 3266
31, 155, 2054, 2078, 3744
31, 155, 1908, 1984, 3564
31, 154, 1246, 1594, 3330
29, 154, 1462, 1800, 3664
31, 158, 1394, 1938, 3524
29, 153, 2306, 1124, 3184
32, 153, 892, 1298, 3560
30, 154, 992, 1908, 3662
32, 154, 992, 1332, 3126
32, 154, 2062, 1332, 3654
30, 156, -820, 1308, 3654
33, 154, 980, 1896, 3762
33, 157, 1188, 1902, 3210
33, 155, 1962, 1340, 3266
30, 154, -400, 1338, 3584
32, 154, 1636, 1286, 3186
