2, 24, 2304, -1022, 2990
3, 25, 2122, -1022, 1908
3, 23, 1960, -1592, 1908
3, 23, 4626, -1502, 3398
2, 24, 2412, 232, 2392
2, 26, 2020, -4828, 4020
3, 21, 3166, 1308, 2264
3, 22, 1678, -972, 2964
2, 24, 1678, -930, 3086
2, 22, 2466, -930, 2576
2, 20, 2054, -1292, 2576
4, 16, 2394, -1512, 3350
2, 21, 2194, -1426, 3030
2, 21, 2330, -1652, 2626
8, 22, 2078, -1680, 3178
2, 24, 2290, -990, 2934
4, 24, 2064, -1434, 2750
2, 25, 2052, -786, 3374
5, 23, 2052, -786, 3126
4, 24, 2152, -862, 3126
1, 25, 2712, -1354, 2732
3, 16, 2268, -1226, 3164
2, 24, 2216, -2304, 3090
2, 25, 2308, -1620, 2632
2, 23, 2034, -1054, 2998
2, 16, 2062, -1290, 3182
4, 24, 2380, -1104, 2842
2, 23, 2380, -1878, 2766
3, 23, 2966, -1878, 3220
3, 23, 2170, -1394, 3220
3, 24, 1652, -682, 3122
3, 13, 2454, -1648, 2622
3, 25, 1930, -1788, 3112
2, 26, 1656, -1330, 2912
2, 28, 3054, -924, 2756
3, 26, 2310, -1498, 3152
3, 22, 2310, -1074, 3204
2, 25, 1636, -1074, 2680
3, 22, 2316, -1334, 2680
3, 24, 2502, -1446, 2986
3, 24, 980, -2446, 3136
2, 22, 1964, 18, 2972
2, 24, 2920, -1108, 2814
3, 25, 2418, -1458, 3420
3, 25, 1824, 94, 3106
1, 25, 2210, -1574, 2686
2, 26, 2210, -1900, 3172
4, 25, 1994, -1900, 3056
0, 28, 1882, -1102, 3056
4, 25, 2018, -726, 2870
3, 22, 2820, -1220, 3270
1, 21, 3242, -1336, 3100
2, 23, 2504, -1458, 2760
3, 26, 2208, -1948, 2942
2, 25, 2208, -1248, 3254
2, 23, 2162, -1248, 2740
2, 23, 2182, -1492, 2740
1, 25, 2488, -1602, 2946
3, 21, 2984, -1584, 3152
3, 23, 2822, -1642, 2812
2, 26, 2546, -1292, 2854
2, 23, 2132, -2004, 3128
3, 24, 1616, -868, 3126
4, 26, 2200, -2112, 2616
3, 27, 2200, -2224, 2972
4, 25, 2290, -2224, 3118
3, 27, 1994, -1470, 3118
3, 22, 2884, -1430, 2644
3, 23, 2436, -1784, 3032
2, 22, 2124, -1492, 3170
3, 24, 1916, -956, 2780
1, 24, 2566, -1634, 2984
2, 24, 2068, -1562, 3226
4, 24, 2068, -568, 2984
2, 24, 2896, -1584, 2752
1, 24, 3168, -1584, 3236
2, 23, 2060, -2252, 3058
3, 23, 1614, -956, 3058
3, 25, 2086, -1362, 2660
3, 26, 2434, -908, 3424
4, 26, 1598, -1096, 3050
4, 23, 2696, -1356, 2678
3, 25, 2312, -1026, 3232
2, 22, 2312, -1068, 3344
2, 25, 2898, -1068, 3344
2, 23, 1758, -1456, 2790
3, 22, 2226, -1694, 2846
2, 21, 1714, -1486, 3184
3, 24, 2356, -1778, 2840
4, 27, 3416, -1272, 2846
2, 24, 2242, -1430, 3166
3, 26, 1922, -1762, 2956
1, 26, 2256, -1252, 2808
3, 24, 2256, -1686, 3120
4, 25, 1966, -1686, 3120
4, 26, 1872, -1010, 3148
4, 24, 2710, -910, 2712
3, 26, 2986, -1472, 3074
3, 24, 2596, -1562, 3128
2, 23, 2090, -1096, 2788
3, 24, 2090, -1096, 3006
3, 26, 2622, -1636, 3006
2, 21, 1504, -1470, 3230
2, 24, 2314, -906, 2834
2, 22, 3002, -1934, 2928
3, 25, 2794, -1116, 3182
3, 27, 2146, -2088, 2764
2, 28, 2434, -1670, 2670
4, 24, 1280, -1788, 3064
3, 27, 2410, -1152, 3076
3, 27, 2786, -1214, 2668
3, 27, 2786, -1214, 3246
2, 24, 2632, -1380, 3246
3, 26, 1506, -962, 3118
2, 25, 2652, -1216, 2698
2, 23, 2624, -1914, 2964
1, 22, 904, -1504, 3158
1, 23, 2540, -396, 2920
3, 22, 2788, -904, 2954
2, 23, 3084, -834, 3300
0, 26, 1804, -1150, 3000
3, 24, 1804, -2042, 2512
2, 27, 2578, -2042, 3222
3, 24, 2686, -1198, 3222
3, 28, 1052, -1920, 2912
4, 30, 2360, -1272, 2656
3, 21, 3088, -1764, 3058
4, 23, 1286, -1528, 3092
4, 23, 2808, -1332, 2682
3, 22, 2808, -2262, 2782
3, 23, 2106, -2262, 3290
3, 25, 2386, -1370, 3290
1, 19, 1752, -1086, 2838
2, 21, 1924, -894, 2934
2, 18, 2816, -1868, 3146
4, 25, 2520, -1154, 2872
2, 24, 2928, -1566, 2816
2, 21, 2430, -1198, 3352
3, 24, 2062, -1500, 2924
4, 23, 2062, -1960, 2678
3, 24, 1356, -1960, 3258
2, 24, 2284, -1316, 3258
3, 21, 1852, -852, 3244
4, 25, 3338, -1396, 2722
3, 24, 2362, -1780, 3134
2, 22, 1758, -1222, 3204
3, 20, 2088, -1214, 2826
3, 23, 2088, -1790, 2976
1, 22, 1772, -1358, 3250
2, 21, 2338, -1358, 2834
2, 25, 2260, -1278, 3118
2, 25, 3388, -788, 3118
2, 25, 2146, -1510, 3188
2, 26, 1310, -854, 3158
3, 24, 2402, -1302, 2638
3, 25, 2138, -1776, 3254
5, 26, 2370, -1704, 3136
4, 22, 2562, -1372, 2658
3, 27, 2562, -1448, 3208
2, 23, 2670, -1448, 3270
3, 24, 1270, -1150, 3270
3, 24, 2128, -932, 2922
2, 23, 2596, -880, 3170
2, 20, 2076, -1782, 3138
2, 20, 2104, -1118, 2856
3, 24, 3118, -906, 3054
4, 22, 2626, -1354, 3356
3, 21, 2096, -628, 3164
3, 25, 2586, -1818, 2640
3, 28, 2586, -1030, 3174
3, 26, 2256, -1030, 2974
4, 27, 1940, -1670, 2974
2, 27, 2358, -606, 2852
2, 25, 2422, -1160, 3174
2, 22, 3202, -1848, 3128
1, 27, 2588, -1796, 2624
2, 22, 2860, -1792, 2942
3, 21, 2860, -1402, 3274
2, 18, 2180, -1010, 2886
1, 23, 2228, -1010, 3078
3, 24, 1274, -880, 3114
4, 22, 3490, -1626, 3048
3, 21, 2710, -926, 3048
2, 23, 3086, -1634, 2808
2, 25, 1782, -2016, 3236
3, 25, 2772, -762, 3214
4, 26, 2226, -1314, 2902
3, 18, 3080, -2244, 3110
3, 35, 3080, -1068, 3154
3, 24, 1404, -1068, 3154
2, 24, 2542, -1068, 2786
3, 20, 2792, -1828, 3146
2, 19, 1882, -1268, 3346
3, 18, 1666, -1590, 2880
2, 21, 882, -1058, 2926
3, 17, 3320, -1536, 3358
3, 25, 1902, -842, 2964
3, 23, 3168, -1452, 2824
3, 29, 3168, -2064, 3186
3, 24, 2252, -2064, 3186
4, 21, 2720, -1166, 3160
3, 25, 2020, -1430, 2758
4, 24, 2564, -1640, 3178
3, 22, 2534, -1584, 3052
2, 24, 2750, -1220, 2720
3, 22, 2200, -1346, 3150
2, 21, 2200, -1260, 3286
2, 20, 2618, -1260, 3286
2, 21, 2254, -434, 2954
2, 17, 2560, -1584, 2882
4, 19, 1654, -2226, 3100
3, 23, 2610, -596, 3010
3, 22, 3408, -958, 2940
3, 25, 2410, -1398, 3288
2, 19, 2410, -1210, 3002
3, 20, 2718, -1210, 2750
2, 22, 2598, -1446, 2750
3, 23, 1566, -2330, 2884
2, 25, 3066, -1714, 3120
3, 27, 2572, -1690, 2606
2, 22, 2560, -1320, 3276
0, 19, 1598, -1036, 3134
1, 21, 2680, -1464, 2780
1, 18, 2680, -1464, 3012
2, 19, 1822, -1832, 3012
2, 20, 1484, -1548, 3160
1, 23, 1894, -838, 2898
3, 19, 2340, -1066, 3010
