22, 28, 1914, -988, 3430
22, 26, 2536, -1024, 3254
22, 28, 1744, 126, 3538
22, 26, 2304, -372, 3124
23, 28, 2246, 86, 3204
22, 28, 1512, -1978, 4096
22, 28, 3378, 192, 2614
22, 26, 3378, 432, 3168
22, 24, 2588, 432, 3810
22, 28, 1230, -1140, 3810
22, 25, 2276, 54, 2910
22, 24, 1616, -596, 3740
22, 28, 1774, 440, 3472
22, 30, 1924, 54, 3198
21, 28, 3062, -318, 3416
22, 27, 1646, 230, 3914
20, 29, 2518, 114, 2986
22, 27, 3500, -650, 3224
23, 30, 3500, -650, 3470
22, 29, 1914, -572, 3470
21, 30, 2404, -438, 3240
21, 29, 1314, -386, 3252
21, 28, 3104, -550, 3538
21, 25, 1950, 218, 3584
22, 28, 1596, -458, 3122
22, 26, 2400, -322, 3420
22, 29, 2400, -270, 3446
21, 27, 1438, -646, 2980
22, 28, 1778, -646, 3470
21, 27, 2328, -722, 3470
22, 28, 2908, 18, 3546
22, 29, 2504, -1434, 2972
21, 28, 1992, -890, 3326
22, 29, 1574, -440, 3548
21, 33, 1678, 108, 3126
22, 30, 1256, 58, 3352
20, 28, 1256, -820, 3400
20, 27, 2814, -820, 3398
20, 26, 3136, 652, 3398
20, 25, 2926, 416, 3362
20, 27, 2366, -388, 3556
20, 28, 2114, 66, 3406
20, 28, 2600, -380, 2976
20, 27, 1776, -524, 3580
21, 23, 1820, 56, 3408
20, 30, 2982, -326, 3026
19, 24, 3362, 66, 3338
19, 26, 3362, -738, 3520
20, 27, 1960, -738, 3160
21, 29, 1982, -338, 3160
21, 28, 2818, -1176, 3108
20, 26, 2628, -1538, 3348
20, 24, 2010, 38, 3394
20, 26, 3334, -436, 3162
20, 24, 3266, 392, 3664
21, 26, 1380, 30, 3374
19, 22, 1380, 98, 3058
21, 24, 2060, 98, 3566
21, 24, 2308, -590, 3566
20, 25, 1938, 350, 3666
20, 25, 2738, 198, 2976
20, 24, 2680, 248, 3498
21, 24, 2332, 14, 3598
19, 26, 2158, 186, 3200
19, 26, 2152, -1416, 3090
20, 28, 2144, -360, 3438
20, 24, 2144, -360, 3188
19, 27, 2684, -748, 3188
19, 25, 2450, 10, 3296
19, 25, 3040, 210, 3568
19, 23, 2262, 18, 3258
19, 26, 2018, 416, 3196
20, 24, 2488, -922, 3248
20, 23, 1948, 394, 3496
20, 25, 2142, 366, 3110
20, 28, 2174, -830, 3460
20, 26, 2000, -258, 3454
19, 27, 2000, 152, 3114
20, 26, 2686, 264, 3478
20, 27, 2610, 264, 3478
22, 29, 1616, -640, 3324
19, 27, 1734, 44, 3264
20, 26, 1864, -936, 2914
20, 26, 2336, 166, 3708
21, 26, 2652, -410, 3154
20, 26, 3056, 6, 3180
20, 25, 3056, 6, 3498
19, 25, 1932, 192, 3562
20, 27, 1554, 10, 3562
20, 27, 2140, -528, 2982
21, 28, 1798, -570, 3462
20, 27, 3104, 42, 3510
20, 29, 2374, 50, 3150
20, 27, 2360, 106, 3340
20, 28, 2440, 138, 3566
20, 29, 1770, 532, 3344
21, 27, 1770, 532, 3182
20, 28, 1518, -658, 3182
21, 25, 3034, 52, 3612
20, 26, 2428, 618, 3614
21, 26, 2588, -518, 3138
20, 24, 2614, 72, 3380
20, 26, 1914, -258, 3464
20, 29, 2084, -434, 3068
21, 24, 2392, 238, 3602
21, 27, 1668, 208, 3512
20, 27, 1668, -398, 2988
21, 27, 2432, -398, 3388
20, 25, 3218, -574, 3388
21, 30, 2752, -464, 3552
21, 27, 1770, 526, 3272
20, 26, 2774, -598, 3280
20, 24, 2172, -560, 3490
21, 23, 2474, 122, 3292
21, 25, 3006, 194, 3208
22, 23, 3006, 194, 3610
21, 22, 2728, 128, 3610
22, 22, 1828, 788, 3556
21, 23, 2702, 120, 2976
21, 23, 2166, -720, 3424
23, 24, 1300, 144, 3460
21, 26, 2786, -274, 3120
22, 25, 2250, -1038, 3308
22, 24, 2264, 74, 3554
23, 27, 2680, -706, 3106
21, 26, 2680, -508, 3336
22, 25, 2552, -508, 3528
21, 25, 1814, -280, 3528
21, 24, 2030, 104, 3236
20, 25, 2326, 62, 3330
19, 23, 2652, -896, 3388
21, 25, 2000, 34, 3408
20, 26, 2706, 160, 3058
21, 25, 2184, -550, 3496
23, 25, 2184, 424, 3788
22, 24, 2184, 424, 2908
23, 25, 1912, -408, 3526
22, 25, 2800, -258, 3490
21, 27, 1810, 50, 3490
21, 26, 2918, -898, 3008
21, 26, 2750, 322, 3520
21, 26, 1796, 114, 3520
21, 29, 1756, -560, 3208
21, 29, 1756, -618, 3184
21, 27, 2020, -618, 3616
22, 27, 3002, 94, 3340
21, 28, 1718, 222, 3340
22, 25, 2530, 130, 3212
20, 25, 2592, -370, 3548
21, 25, 1796, 348, 3580
20, 28, 2378, -498, 3036
22, 26, 1728, -574, 3516
21, 26, 1622, 40, 3558
20, 25, 2774, -650, 3012
20, 27, 2702, -568, 3510
19, 29, 2702, 912, 3552
20, 28, 2048, 912, 3164
20, 24, 1950, -324, 3164
